premise,hypothesis,true_label,predicted_label,word_overlap,categories,has_negation
A lady with a purse on his shoulder reaching upward and putting a crown in a statue's hand.,There is a lady putting a crown on her statue.,neutral,entailment,55.56%,false_entailment,False
A man spiking the ball at a volleyball game.,The teams play against one another during a volleyball game.,entailment,neutral,40.00%,"negation, missed_entailment",True
A man spiking the ball at a volleyball game.,The man misses the volleyball.,contradiction,entailment,50.00%,missed_contradiction,False
Leaving the amusement park with lots of prizes.,Staying at the amusment park until the cops show up.,contradiction,neutral,22.22%,other,False
Leaving the amusement park with lots of prizes.,Leaving the amusment park with a giant teddy bear.,neutral,contradiction,44.44%,other,False
A boy and dog are on the lawn outside of the house and in front of the flower bed.,A boy and dog play outside.,entailment,neutral,66.67%,missed_entailment,False
A young man trying to buy a car from his dealer after his old car was towed away by police.,A man trying to buy a new car from someone.,neutral,contradiction,77.78%,high_overlap,False
A young man trying to buy a car from his dealer after his old car was towed away by police.,A person renting a vehicle.,contradiction,entailment,25.00%,missed_contradiction,False
A woman huge a fluffy white dog.,The dog is embraced by the woman,entailment,neutral,16.67%,"low_overlap, missed_entailment",False
A woman huge a fluffy white dog.,The dog is large,neutral,entailment,0.00%,"low_overlap, short_hypothesis, false_entailment",False
Football players playing in mud.,Football players are wrestling in mud.,neutral,contradiction,66.67%,other,False
A man speaking to a woman with a stroller in a room with several dinners.,the man is black,contradiction,neutral,25.00%,"short_hypothesis, quantifier",False
Skier wearing red walking up a snowy hillside.,Skier walking up the hill to the water slide.,contradiction,neutral,37.50%,negation,True
A group of people look over ledge.,The group of people are looking up.,neutral,entailment,42.86%,false_entailment,False
People of another country are gathered at the farmer's market.,Foreigners are assembled at a market.,entailment,neutral,50.00%,"negation, missed_entailment",True
A dog running in the sand.,A dog is running outside at the beach.,entailment,neutral,50.00%,missed_entailment,False
A child does a handstand in a pool.,A small boy is in a pool.,entailment,neutral,50.00%,missed_entailment,False
Rival female basketball teams are playing a game in front of an audience at an indoor arena.,Two female basketball teams are both trying to win the game.,entailment,neutral,36.36%,missed_entailment,False
"Four people sit on a subway two read books, one looks at a cellphone and is wearing knee high boots.","Multiple people are on a subway together, with each of them doing their own thing.",entailment,contradiction,26.67%,"long_hypothesis, quantifier, false_contradiction",False
A woman sits on a bed and puts on her red socks.,"A woman is sitting on a bed, taking her socks off",contradiction,neutral,40.00%,other,False
"Two competitors in the last leg of a race, strong legs, long strides to the end.",The race has just started.,contradiction,entailment,20.00%,missed_contradiction,False
"A snowboarder in a red jacket flies through the air, above a hill of snow, and next to a red and white sign.",The snowboarder is on a ski lift.,neutral,contradiction,42.86%,negation,True
A gentleman carrying the 2012 Olympic torch being follow by a car on a people lined street.,a man stole the 2012 olympic torch and runs from a police officer,neutral,contradiction,41.67%,other,False
A gentleman carrying the 2012 Olympic torch being follow by a car on a people lined street.,a man carries the 2012 olympic torch down a street while a person in a car tries to pass him,neutral,entailment,35.29%,"long_hypothesis, false_entailment",False
A small group of adults and children stand on a cobblestone street outside of an Irish pub.,The small group stands outside on a stone street,entailment,contradiction,66.67%,false_contradiction,False
a redheaded lady is reading a book while waiting for the train.,a woman is reading a book on her ride home.,contradiction,neutral,44.44%,other,False
Two men boxing a ring while one boxer is hitting the other.,They are playing ring around the rosy.,contradiction,neutral,28.57%,other,False
Two men boxing a ring while one boxer is hitting the other.,They are in a boxing match.,entailment,neutral,33.33%,missed_entailment,False
A man wearing a red bicycle helmet talking on a cellphone with other people in the background.,A man talks on his walky talky.,contradiction,neutral,42.86%,other,False
An old woman in a green and blue plaid shirt is standing on a crowded sidewalk smiling.,A woman watching a street performer play guitar.,neutral,contradiction,28.57%,other,False
A little girl in a red and white shirt stands next to some caricatures of celebrities at an art fair.,a kid stands near modern art,neutral,entailment,50.00%,"quantifier, false_entailment",False
A little girl in a red and white shirt stands next to some caricatures of celebrities at an art fair.,a child with a skirt and red stands in an art fair,entailment,neutral,63.64%,"quantifier, missed_entailment",False
"A firefighter, in full uniform, looks off into the distance.",This firefighter is on duty.,entailment,neutral,0.00%,"low_overlap, missed_entailment",False
A woman in a pink shirt is painting the last two stars on a painting of the American flag.,The woman is using different colors,neutral,entailment,50.00%,false_entailment,False
"A man in an orange construction vest walks in a parade with a child atop his shoulders, carry balloons.",The has two legs.,contradiction,entailment,0.00%,"low_overlap, short_hypothesis, missed_contradiction",False
"A man in an orange construction vest walks in a parade with a child atop his shoulders, carry balloons.",The child has no legs.,neutral,contradiction,20.00%,negation,True
A woman in a tan top and jeans is sitting on a bench wearing headphones.,A woman is listening to music.,entailment,neutral,50.00%,missed_entailment,False
"A West Virginia university women's basketball team, officials, and a small gathering of fans are in a West Virginia arena.",women are playing basketball,neutral,entailment,50.00%,"short_hypothesis, false_entailment",False
Two children in a bag race competing against each other while another boy watches on.,The boy watching has a broken leg.,neutral,contradiction,28.57%,"negation, quantifier",True
A woman wearing sunglasses holds two newspapers.,A woman squints at the sun and wishes she had her sunglasses.,contradiction,neutral,16.67%,low_overlap,False
A policeman is directing a crowd of people walking.,A policeman is herding pedestrians.,entailment,contradiction,60.00%,false_contradiction,False
A group of people is gathered around a table of food with their arms around each other.,A group of people are gather around a meeting room table.,neutral,contradiction,50.00%,quantifier,False
Child squirting paint onto a piece of spin-art.,The child has paint all over their hands.,neutral,entailment,25.00%,"quantifier, false_entailment",False
"A uniformed competitor in motocross has crossed a jump in the course and is astride his motorcycle in midair, with several young men looking on.",A man is performing motorcycle jump across the finish line while his friends cheer him on.,entailment,neutral,43.75%,"long_hypothesis, quantifier, missed_entailment",False
A small girl wearing a pink jacket is riding on a carousel.,The girl is moving at the speed of light.,contradiction,entailment,25.00%,missed_contradiction,False
